Média,Percentil 50,IQR,Skewness,Kurtosis,Entropia,Imagem
62.886122054560325,38.0,76.0,0.8367201616830265,-0.987492023015017,4.343123949918256,ISIC_0024306.jpg
89.16666666666667,64.5,92.25,0.6731886048033751,-1.4987336815108292,2.4282736375228677,ISIC_0024307.jpg
65.4811507936508,39.0,88.0,0.7784157998336245,-1.0815019499680418,4.533369209208494,ISIC_0024308.jpg
83.63741236456342,65.0,93.0,0.5729406398127406,-1.4227149445071874,4.272563932162992,ISIC_0024309.jpg
76.14682409533181,60.0,62.0,0.8235500684573267,-0.7369106856976773,4.666318418418518,ISIC_0024310.jpg
73.98550724637681,41.0,110.0,0.6900078259959269,-1.4606912015119602,3.8230141982834827,ISIC_0024311.jpg
79.5,68.0,53.25,0.6871517070616475,-0.8637309668099813,2.890371757896165,ISIC_0024312.jpg
60.42647960748237,37.0,92.0,0.7346808863832628,-1.0592465581765522,4.755410464417047,ISIC_0024313.jpg
73.46944444444445,60.0,67.0,0.5745848902809056,-1.0205363080038607,4.795973302205718,ISIC_0024314.jpg
58.432905982905986,49.0,46.0,0.7204153007414484,-0.5231534081261642,4.614917397005574,ISIC_0024315.jpg
72.94444444444444,36.0,113.5,0.7038454162024494,-1.498602611749851,2.058223904131167,ISIC_0024316.jpg
77.76028957555937,62.0,76.0,0.5488596280142815,-1.2209690473527628,4.694615373775842,ISIC_0024317.jpg
68.10727027669864,59.0,46.0,0.7939374238439855,-0.18333575742845154,4.671066018749217,ISIC_0024319.jpg
73.32713015663344,49.0,89.0,0.6607265787027152,-1.2855292228293815,4.518318823076299,ISIC_0024320.jpg
81.49699271921494,59.0,77.0,0.699726779002003,-1.3331554574418738,4.038371089269068,ISIC_0024321.jpg
81.35416666666667,51.5,103.0,0.6655924285901859,-1.48956315873733,2.9777010388174423,ISIC_0024322.jpg
71.89804995876045,60.0,66.0,0.43949135471971235,-0.8624243581319138,4.807700670971459,ISIC_0024323.jpg
83.07668711656441,79.0,65.0,0.12935874420273794,-1.133799619993932,4.810243593300332,ISIC_0024324.jpg
73.14319809069212,38.0,112.0,0.7019452884551374,-1.4805321177859287,3.3886504101901616,ISIC_0024325.jpg
64.85686582325238,37.0,92.0,0.7603316390035174,-1.221520801188995,4.282998192949959,ISIC_0024326.jpg
80.46221054980518,52.0,98.0,0.6411900318556634,-1.4123397797376382,4.3258263889134705,ISIC_0024327.jpg
82.78585617798967,69.0,87.0,0.5064384876821535,-1.224582904289986,4.797460940050291,ISIC_0024328.jpg
76.93567251461988,71.0,64.25,0.39647724294300374,-0.9637104605500748,4.5653612562546115,ISIC_0024329.jpg
62.294612794612796,51.0,52.25,0.7583518904782712,-0.6953091762653103,4.611738901631644,ISIC_0024330.jpg
88.9760900140647,77.0,76.0,0.36861066702610656,-1.3743453724970789,4.5866426645822855,ISIC_0024331.jpg
76.8731343283582,61.0,79.0,0.4838812556327301,-1.1730923123206056,4.564956944486822,ISIC_0024332.jpg
42.79317697228145,36.0,34.0,0.6485759137130299,-0.47449793304633126,4.445575121865888,ISIC_0024333.jpg
75.96487985212569,42.0,109.0,0.7015523681056869,-1.4847607148909778,3.337468893229244,ISIC_0024334.jpg
66.30623156342183,43.0,72.0,0.8650479326389465,-0.9304773939695434,4.277930798948155,ISIC_0024335.jpg
70.75798571965427,58.0,63.0,0.4670204341289448,-1.146871005987265,4.52413547610147,ISIC_0024336.jpg
62.267108012301335,41.0,70.0,0.8529208473979613,-0.8573384580462098,4.388553851712639,ISIC_0024339.jpg
57.66339869281046,51.0,47.0,0.4521839156293444,-0.8766826650347381,4.338034885197075,ISIC_0024340.jpg
77.06408216659595,49.0,96.0,0.6972656561636702,-1.411484079644399,4.004360452942063,ISIC_0024341.jpg
88.70579268292683,72.0,70.0,0.6280361129000616,-1.2407001287754185,4.431677863620397,ISIC_0024342.jpg
86.25194125408258,73.0,93.0,0.41879293666512246,-1.3825746391360136,4.626664033802033,ISIC_0024343.jpg
84.93655413271246,73.0,87.25,0.37571503870278655,-1.277800278677161,4.664682360569325,ISIC_0024344.jpg
64.86904761904762,62.5,46.25,1.0560327326160641,0.3764173141777749,3.79849171155825,ISIC_0024345.jpg
54.052725562916706,41.0,45.0,1.1351499115226396,0.3113668442165398,4.59990189370462,ISIC_0024347.jpg
76.57446808510639,49.0,103.0,0.6183853603506462,-1.3460920639086893,4.074402702141391,ISIC_0024348.jpg
50.441695724562564,41.0,36.0,0.9143428687907041,-0.1845319883145189,4.258129309613348,ISIC_0024349.jpg
77.51622609069418,50.0,95.0,0.7110311051257423,-1.3452167376279678,4.16220201039356,ISIC_0024351.jpg
52.823646440244424,42.0,54.0,0.8208005439883062,-0.37445734458959024,4.7960946909305555,ISIC_0024352.jpg
70.71898020843942,39.0,99.0,0.7225723832849708,-1.4087875017756315,3.754650067672293,ISIC_0024353.jpg
37.46127601501194,31.0,25.0,1.8266320600134098,3.824549616457963,4.1145813974681555,ISIC_0024355.jpg
89.21374458874459,77.5,94.0,0.3974698371037089,-1.4293333475761882,4.346891357831332,ISIC_0024356.jpg
70.66666666666667,57.0,46.5,0.4808079315044543,-1.4999999999999998,1.0986122886681096,ISIC_0024357.jpg
78.86048184106437,63.0,77.0,0.5406606959186876,-1.1544818210351264,4.7913031306644545,ISIC_0024358.jpg
63.168591887053736,37.0,88.0,0.7635393221682838,-1.1591064825341406,4.411092173258731,ISIC_0024359.jpg
82.26923076923077,66.0,68.75,0.5539970765817711,-1.2373832170723835,3.9210964820637497,ISIC_0024360.jpg
66.98209366391184,58.0,45.0,0.8295849085147846,-0.0927879887697558,4.705567287194637,ISIC_0024361.jpg
70.24609351063178,37.0,107.0,0.7064043334709094,-1.4148231689596924,3.9951753708344286,ISIC_0024362.jpg
65.45782352560367,50.0,61.0,0.6138152002330135,-1.273128442338494,4.203421814149892,ISIC_0024363.jpg
79.61549601737872,48.0,103.0,0.6418174944411721,-1.4402335275249192,4.197147709234093,ISIC_0024364.jpg
71.84179970972424,38.0,113.0,0.6924996693667826,-1.4645407721526675,3.808951529570165,ISIC_0024365.jpg
82.12637745850188,67.0,65.0,0.6862283566927436,-1.071784190474822,4.5400203359432965,ISIC_0024366.jpg
83.76676515355001,69.0,93.0,0.2704798777090755,-1.2850380887391806,4.959008446727677,ISIC_0024367.jpg
75.15248759205892,52.0,83.0,0.7147634985463971,-1.161841912667145,4.531805080152536,ISIC_0024368.jpg
87.19008625395786,64.0,78.0,0.6892625167015713,-1.3869021256661012,3.967243626047747,ISIC_0024369.jpg
93.1779284591195,93.0,95.0,-0.037584131116690296,-1.4124688561618364,4.697585831245188,ISIC_0024370.jpg
96.70715218560345,95.0,85.0,0.1269551575474452,-1.2372470635651736,4.4605459023385166,ISIC_0024371.jpg
79.0516711833785,56.0,92.0,0.6132109705887155,-1.354046296084593,4.430249632927317,ISIC_0024372.jpg
77.28617710583153,46.0,101.0,0.7046519081703545,-1.451385903475993,3.6849358546296704,ISIC_0024373.jpg
88.67983367983368,64.0,88.0,0.578216934224775,-1.3271274338452594,4.341345273129347,ISIC_0024374.jpg
70.83333333333333,60.0,47.75,0.4679741951511587,-1.3107339202458839,1.791759469228055,ISIC_0024375.jpg
67.80434782608695,48.0,80.25,0.5941499454181137,-1.1391373767578439,4.479382754598862,ISIC_0024376.jpg
80.93366837753065,67.0,75.0,0.5035326213290958,-1.1586259300366046,4.789423377695191,ISIC_0024377.jpg
47.0547419804742,41.0,32.0,0.5264721201361353,-0.9310500640753507,3.9690413122342467,ISIC_0024378.jpg
92.50846023688663,71.0,82.0,0.6610182412236465,-1.4235219175401292,3.9513036145015192,ISIC_0024380.jpg
40.56953642384106,35.0,31.0,0.7593574957482743,-0.10257694923752103,4.353728007221725,ISIC_0024381.jpg
70.80300751879699,60.0,40.0,0.7680633797713906,-0.4599840474881911,4.7276040992677,ISIC_0024382.jpg
92.05461254612545,74.0,79.0,0.5676287477241468,-1.4024031463982167,4.093925910080875,ISIC_0024383.jpg
82.85684196222313,59.0,83.0,0.7053909094721728,-1.2007316674932627,4.360846559840561,ISIC_0024384.jpg
67.27554425552201,58.0,65.0,0.5399116083244095,-0.9310842550676668,4.852035724158323,ISIC_0024387.jpg
75.3793880837359,57.0,79.0,0.6212267481537918,-1.237878339126192,4.55613773022691,ISIC_0024389.jpg
67.71629763518602,33.0,112.0,0.7068871917942959,-1.4157787243428797,4.037395741965972,ISIC_0024390.jpg
72.19954648526077,40.0,110.0,0.6911639738323379,-1.4780479119294232,3.6545934747278324,ISIC_0024391.jpg
70.50855310443966,42.0,95.0,0.7375893592309339,-1.3011604427209138,4.189533122437539,ISIC_0024392.jpg
53.97405306190556,36.0,51.0,1.1128177410162547,0.015324348021587664,4.446746767064331,ISIC_0024393.jpg
83.203073110285,70.0,63.0,0.6623959940845165,-0.9971386551248251,4.62955051156789,ISIC_0024394.jpg
84.33333333333333,66.0,43.5,0.6133264306611638,-1.4999999999999993,1.0986122886681096,ISIC_0024395.jpg
72.78054887820512,51.0,73.0,0.7997266782684759,-0.9444368973564821,4.600191152122619,ISIC_0024397.jpg
62.47911204334906,44.0,55.0,0.9777528169523412,-0.4743763931368017,4.518013878993988,ISIC_0024398.jpg
66.90780194127042,39.0,91.0,0.7480774790440918,-1.2501336722669802,4.258328814111199,ISIC_0024399.jpg
78.38720159980002,66.0,61.0,0.5710669598447615,-1.0006517022245793,4.67686554565965,ISIC_0024400.jpg
62.35773015231163,52.0,54.0,0.6534657330078986,-0.662372067193604,4.767210862178894,ISIC_0024403.jpg
72.98565573770492,52.0,70.0,0.7794716619501619,-1.0590176499014592,4.334318056204031,ISIC_0024404.jpg
79.77995918654564,53.0,89.0,0.7059192039430736,-1.383287133849764,4.007565759700866,ISIC_0024405.jpg
80.81518987341772,72.0,58.0,0.5252643502680446,-0.9352542878405914,4.607449891040006,ISIC_0024406.jpg
55.05261880932885,41.0,60.0,0.7031828799475047,-0.5643004281961259,4.786267003576405,ISIC_0024407.jpg
58.666666666666664,42.0,60.5,1.0567560154466085,-0.08439543871164013,3.14180415921323,ISIC_0024408.jpg
